User ID,Age,Gender,Location,Language,Education Level,Likes and Reactions,Followed Accounts,Device Usage,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Top Interests
7,18-24,Female,Suburban,Hindi,Bachelor,1573,136,Mobile + Desktop,2.8,7.9,17.0,7.0,8,100k+,"Gardening, Digital Marketing, Music Production"
746,55-64,Female,Rural,English,Master,3883,359,Mobile Only,4.2,1.8,14.0,7.0,117,80k-100k,"Travel and Adventure, Digital Marketing, Gardening, Fashion Modelling"
479,65+,Female,Rural,Hindi,Technical,9924,452,Mobile + Desktop,2.3,5.0,2.0,4.0,63,60k-80k,"DIY Crafts, Music Production, Fashion Modelling, Travel and Adventure"
74,55-64,Female,Suburban,Spanish,Technical,3540,87,Tablet,0.5,4.7,7.0,1.0,43,40k-60k,"Fitness and Wellness, Software Engineering, Gourmet Cooking"
911,35-44,Male,Urban,English,Master,5467,258,Mobile + Desktop,0.6,4.1,25.0,7.0,140,100k+,"Eco-Friendly Living, Reading and Literature, Music Production"
814,55-64,Female,Urban,English,PhD,377,132,Desktop Only,4.1,3.1,18.0,2.0,178,60k-80k,"Travel and Adventure, Reading and Literature"
239,45-54,Male,Suburban,Spanish,High School,7913,317,Tablet,1.4,4.6,16.0,3.0,35,60k-80k,"Investing and Finance, Data Science, Software Engineering"
146,18-24,Female,Rural,Mandarin,Technical,1466,260,Mobile + Desktop,3.6,7.1,15.0,8.0,178,100k+,"Gardening, Software Engineering"
793,35-44,Male,Suburban,Spanish,Master,1580,73,Mobile + Desktop,4.6,5.8,17.0,9.0,121,60k-80k,"Fashion Modelling, Investing and Finance, Music Production"
235,25-34,Female,Urban,Mandarin,PhD,1562,71,Mobile Only,1.8,1.5,8.0,7.0,38,0-20k,"Digital Marketing, Eco-Friendly Living, Gardening"
221,45-54,Male,Suburban,English,Master,2576,160,Desktop Only,2.5,6.2,3.0,2.0,94,60k-80k,"Photography, Music Production, Gardening, Digital Marketing"
924,45-54,Male,Rural,Mandarin,PhD,2430,46,Tablet,3.4,6.2,9.0,3.0,87,80k-100k,DIY Crafts
501,45-54,Female,Suburban,Mandarin,Master,6356,159,Mobile Only,3.1,4.6,4.0,2.0,20,20k-40k,"DIY Crafts, Music Production"
133,18-24,Female,Urban,Hindi,PhD,6079,179,Tablet,0.6,6.0,1.0,6.0,176,0-20k,"Data Science, Fitness and Wellness"
991,45-54,Female,Urban,Hindi,High School,6259,413,Desktop Only,3.2,1.6,21.0,4.0,98,60k-80k,"Travel and Adventure, Photography, Reading and Literature"
775,45-54,Male,Suburban,Mandarin,High School,823,235,Tablet,4.9,5.6,6.0,0.0,157,80k-100k,"Gourmet Cooking, Investing and Finance"
186,45-54,Female,Urban,English,Master,4440,483,Tablet,1.4,2.6,13.0,4.0,48,0-20k,"Travel and Adventure, Investing and Finance, Gourmet Cooking, Digital Marketing"
42,35-44,Female,Suburban,English,Bachelor,3465,113,Mobile + Desktop,1.7,1.7,13.0,6.0,150,0-20k,"Music Production, Digital Marketing, Software Engineering"
697,25-34,Female,Suburban,Hindi,Master,9409,390,Mobile Only,2.4,6.4,15.0,6.0,99,100k+,"Fashion Modelling, Gaming"
109,25-34,Male,Rural,Spanish,Technical,2997,469,Tablet,0.8,7.2,10.0,6.0,78,40k-60k,"Investing and Finance, Fashion Modelling"
589,18-24,Female,Suburban,English,Master,7429,33,Mobile + Desktop,0.8,7.6,8.0,2.0,9,20k-40k,Fashion Modelling
57,18-24,Female,Urban,English,PhD,7600,334,Mobile + Desktop,2.7,1.5,18.0,8.0,155,80k-100k,"Music Production, Investing and Finance"
406,55-64,Female,Suburban,Hindi,PhD,1491,205,Mobile Only,2.8,6.1,20.0,1.0,114,100k+,"Investing and Finance, Pet Care"
443,25-34,Male,Urban,Spanish,Bachelor,4745,157,Desktop Only,3.2,1.4,25.0,2.0,134,60k-80k,"Gourmet Cooking, Fashion Modelling, Photography"
758,35-44,Female,Suburban,Mandarin,PhD,6804,289,Tablet,2.8,3.3,10.0,5.0,24,20k-40k,"Fashion Modelling, Music Production, Travel and Adventure, Reading and Literature"
998,18-24,Male,Rural,Hindi,Technical,5736,218,Mobile + Desktop,2.1,2.4,15.0,7.0,91,100k+,"Investing and Finance, Data Science, Photography, Gourmet Cooking"
25,35-44,Female,Suburban,Hindi,High School,7720,430,Tablet,4.8,2.9,13.0,3.0,87,100k+,"Reading and Literature, Gardening"
468,55-64,Female,Urban,Hindi,High School,6053,91,Mobile + Desktop,3.2,1.3,4.0,0.0,95,40k-60k,"Travel and Adventure, Data Science, DIY Crafts"
540,18-24,Female,Rural,English,Technical,3868,261,Tablet,1.1,5.1,12.0,6.0,42,80k-100k,"Digital Marketing, Pet Care"
532,65+,Female,Suburban,English,High School,3299,117,Tablet,4.1,3.4,8.0,7.0,103,80k-100k,"Music Production, Investing and Finance, Data Science, Software Engineering"
619,55-64,Female,Suburban,English,Technical,7218,346,Mobile + Desktop,1.0,5.2,23.0,6.0,134,20k-40k,"Music Production, Fitness and Wellness, Digital Marketing, Reading and Literature"
695,18-24,Male,Suburban,English,Bachelor,7061,404,Desktop Only,1.2,3.1,4.0,4.0,79,40k-60k,"Gourmet Cooking, Digital Marketing, Reading and Literature, Eco-Friendly Living"
927,25-34,Female,Rural,Mandarin,Master,1116,416,Desktop Only,1.9,6.7,16.0,9.0,134,40k-60k,"Pet Care, Gardening, Music Production, Software Engineering"
339,35-44,Female,Suburban,Spanish,High School,9588,396,Tablet,0.6,7.7,6.0,4.0,177,60k-80k,"Fitness and Wellness, Gourmet Cooking"
52,45-54,Male,Urban,Hindi,High School,8122,265,Mobile + Desktop,1.3,7.0,14.0,6.0,33,100k+,Investing and Finance
508,55-64,Female,Suburban,Hindi,Bachelor,1018,320,Mobile + Desktop,3.9,5.1,13.0,5.0,79,60k-80k,"Investing and Finance, Gardening"
517,25-34,Male,Suburban,English,Bachelor,8042,149,Tablet,4.1,6.2,2.0,5.0,174,40k-60k,Software Engineering
921,55-64,Male,Suburban,Mandarin,PhD,6595,93,Tablet,1.9,3.2,12.0,5.0,127,20k-40k,"Digital Marketing, Travel and Adventure"
782,35-44,Male,Rural,Hindi,PhD,497,156,Mobile + Desktop,3.4,7.4,16.0,7.0,124,0-20k,"Fitness and Wellness, Gourmet Cooking, Eco-Friendly Living"
265,55-64,Female,Suburban,English,Bachelor,6322,137,Desktop Only,4.4,1.2,11.0,1.0,55,80k-100k,Pet Care
818,25-34,Male,Urban,Mandarin,Master,5465,300,Mobile Only,2.1,7.4,3.0,7.0,162,60k-80k,Digital Marketing
711,45-54,Female,Suburban,Mandarin,Master,1652,81,Desktop Only,0.5,4.5,16.0,1.0,80,80k-100k,"Eco-Friendly Living, Fitness and Wellness, DIY Crafts"
683,25-34,Female,Rural,Spanish,High School,443,425,Mobile Only,3.8,3.9,15.0,7.0,64,80k-100k,"Pet Care, Digital Marketing"
833,18-24,Male,Urban,English,PhD,634,457,Tablet,4.3,6.7,7.0,2.0,131,100k+,"Data Science, Eco-Friendly Living, Pet Care"
519,65+,Male,Rural,English,Technical,292,142,Tablet,1.8,7.2,15.0,8.0,8,80k-100k,Data Science
448,45-54,Male,Rural,Hindi,PhD,1145,138,Desktop Only,3.4,1.6,2.0,4.0,53,40k-60k,"Gardening, Travel and Adventure, Eco-Friendly Living, Music Production"
19,35-44,Female,Urban,English,Master,8511,74,Tablet,5.0,6.3,1.0,7.0,109,100k+,"Fitness and Wellness, Travel and Adventure, Gardening, Gaming"
716,55-64,Female,Suburban,Spanish,PhD,9026,287,Desktop Only,3.5,5.0,13.0,0.0,150,100k+,Data Science
484,45-54,Male,Suburban,Hindi,High School,7399,188,Tablet,0.8,6.0,6.0,7.0,170,40k-60k,"Photography, Investing and Finance"
569,55-64,Female,Suburban,English,Master,7096,16,Mobile Only,3.4,6.6,2.0,4.0,57,0-20k,"Gourmet Cooking, Music Production, Gaming, Eco-Friendly Living"
434,18-24,Female,Suburban,Hindi,Master,4274,421,Mobile + Desktop,4.5,7.2,22.0,2.0,139,40k-60k,"Travel and Adventure, Fashion Modelling, Reading and Literature"
368,55-64,Female,Urban,Mandarin,Bachelor,5278,331,Tablet,3.0,6.4,10.0,5.0,53,100k+,Reading and Literature
84,18-24,Male,Urban,Mandarin,Technical,9742,209,Tablet,3.5,7.9,4.0,4.0,176,100k+,"Eco-Friendly Living, Data Science, Music Production, DIY Crafts"
62,25-34,Male,Rural,Hindi,Master,9929,321,Mobile + Desktop,1.2,2.0,11.0,3.0,89,0-20k,"Music Production, Investing and Finance, Data Science, Digital Marketing"
639,25-34,Female,Suburban,English,Bachelor,7581,225,Mobile Only,3.5,4.4,11.0,5.0,137,40k-60k,"Gourmet Cooking, Gaming"
273,55-64,Female,Suburban,Hindi,Master,7888,87,Mobile + Desktop,3.3,6.3,5.0,9.0,99,0-20k,"Travel and Adventure, Data Science"
286,18-24,Female,Suburban,Hindi,High School,7775,454,Tablet,4.9,8.0,14.0,9.0,162,20k-40k,"Fitness and Wellness, Investing and Finance, Reading and Literature, Gardening"
361,25-34,Female,Rural,Hindi,Technical,9499,207,Mobile + Desktop,4.7,4.4,22.0,10.0,32,100k+,"Travel and Adventure, Music Production, Photography, DIY Crafts"
355,18-24,Female,Urban,Mandarin,High School,5408,363,Mobile + Desktop,2.1,4.0,18.0,9.0,132,80k-100k,"Fashion Modelling, Software Engineering, Photography"
457,18-24,Male,Urban,English,High School,2650,351,Tablet,4.2,1.3,4.0,4.0,44,60k-80k,Gaming
279,45-54,Female,Suburban,Mandarin,Master,1240,154,Desktop Only,0.6,5.7,6.0,3.0,151,100k+,"Gourmet Cooking, Investing and Finance, Photography"
13,55-64,Male,Suburban,Spanish,Bachelor,9882,264,Tablet,2.1,2.2,16.0,9.0,9,60k-80k,"Software Engineering, Eco-Friendly Living, Gardening, Photography"
183,55-64,Male,Suburban,Hindi,Technical,2487,225,Mobile Only,4.8,2.2,6.0,5.0,142,0-20k,Reading and Literature
369,25-34,Female,Suburban,Hindi,Bachelor,9936,284,Tablet,2.0,3.9,10.0,5.0,43,20k-40k,"Pet Care, Travel and Adventure, Gaming, Data Science"
882,45-54,Female,Rural,Mandarin,Bachelor,1645,447,Desktop Only,4.5,3.5,17.0,7.0,162,40k-60k,Reading and Literature
616,55-64,Male,Urban,English,PhD,126,241,Tablet,2.3,3.7,2.0,2.0,63,60k-80k,"Photography, Eco-Friendly Living"
224,25-34,Female,Rural,Spanish,High School,320,174,Mobile + Desktop,2.5,1.1,10.0,10.0,14,0-20k,Gaming
573,25-34,Female,Suburban,Spanish,PhD,9188,13,Mobile + Desktop,2.5,1.3,23.0,6.0,147,100k+,Photography
971,45-54,Female,Rural,English,Master,2980,339,Mobile Only,3.3,6.0,13.0,6.0,176,40k-60k,"Data Science, Travel and Adventure"
654,45-54,Male,Urban,Hindi,Bachelor,7199,49,Mobile + Desktop,1.1,4.1,7.0,8.0,91,80k-100k,Fashion Modelling
546,25-34,Male,Urban,Mandarin,PhD,2273,54,Mobile + Desktop,3.2,1.4,24.0,4.0,53,0-20k,Fitness and Wellness
583,35-44,Male,Urban,Spanish,PhD,634,467,Mobile Only,1.3,7.7,16.0,5.0,124,80k-100k,"Gaming, Eco-Friendly Living"
634,35-44,Male,Rural,English,Bachelor,3325,332,Mobile Only,4.2,4.5,21.0,8.0,152,20k-40k,"Fashion Modelling, Music Production"
177,45-54,Female,Suburban,Hindi,High School,5685,177,Mobile + Desktop,1.3,5.5,8.0,4.0,160,0-20k,"Music Production, Gaming"
666,25-34,Male,Urban,Hindi,Technical,4693,336,Mobile Only,3.1,3.9,21.0,5.0,171,60k-80k,"Fitness and Wellness, Data Science, Investing and Finance"
674,35-44,Male,Suburban,English,Technical,6687,209,Mobile + Desktop,2.8,1.2,23.0,6.0,121,20k-40k,"Fashion Modelling, Eco-Friendly Living, Data Science"
586,25-34,Male,Rural,Spanish,Bachelor,3498,214,Tablet,0.8,1.1,11.0,5.0,159,80k-100k,"Software Engineering, Fashion Modelling"
874,35-44,Male,Urban,English,Bachelor,873,360,Mobile Only,4.1,4.3,24.0,3.0,164,60k-80k,"Digital Marketing, Fashion Modelling, Reading and Literature"
394,45-54,Female,Suburban,Hindi,Bachelor,482,464,Mobile Only,3.5,2.9,12.0,6.0,43,100k+,"Photography, Digital Marketing"
164,35-44,Female,Suburban,English,High School,1475,333,Tablet,3.9,2.4,16.0,1.0,73,80k-100k,"Digital Marketing, Fitness and Wellness, Fashion Modelling, Music Production"
249,65+,Male,Rural,Spanish,High School,6999,203,Desktop Only,2.0,5.6,3.0,4.0,23,20k-40k,"Digital Marketing, Photography, Gardening, DIY Crafts"
635,18-24,Male,Urban,Spanish,Technical,2560,236,Mobile Only,3.0,6.9,18.0,4.0,122,40k-60k,"Travel and Adventure, Music Production"
886,25-34,Female,Rural,Mandarin,Technical,6720,195,Tablet,2.6,7.0,8.0,2.0,44,60k-80k,"Reading and Literature, Music Production"
670,25-34,Male,Urban,English,Technical,6357,371,Mobile Only,2.8,5.8,13.0,4.0,141,40k-60k,Gourmet Cooking
376,25-34,Female,Suburban,English,High School,3929,324,Desktop Only,3.9,1.7,15.0,6.0,140,60k-80k,"DIY Crafts, Gourmet Cooking, Photography"
413,65+,Female,Suburban,English,PhD,5554,23,Mobile Only,3.7,2.6,16.0,10.0,108,60k-80k,Eco-Friendly Living
75,45-54,Female,Suburban,Spanish,PhD,4156,84,Tablet,0.9,2.2,9.0,3.0,113,80k-100k,Gaming
114,55-64,Male,Rural,English,Bachelor,4783,18,Desktop Only,2.9,7.6,3.0,10.0,9,20k-40k,"Pet Care, Reading and Literature, Photography"
599,25-34,Male,Suburban,Hindi,Master,1204,185,Mobile Only,0.7,3.1,24.0,2.0,149,80k-100k,Eco-Friendly Living
962,45-54,Male,Urban,Spanish,PhD,1042,67,Mobile + Desktop,4.6,3.2,21.0,10.0,166,40k-60k,"Gourmet Cooking, Investing and Finance"
391,65+,Male,Suburban,English,Bachelor,2312,382,Tablet,1.4,3.7,22.0,6.0,82,100k+,"DIY Crafts, Software Engineering, Digital Marketing, Fitness and Wellness"
105,55-64,Female,Urban,Hindi,Master,7976,497,Mobile Only,4.3,7.9,16.0,0.0,100,80k-100k,Investing and Finance
115,45-54,Male,Urban,English,Master,594,70,Tablet,0.9,4.9,11.0,4.0,38,20k-40k,"Software Engineering, Pet Care"
418,25-34,Female,Suburban,English,High School,7047,220,Mobile + Desktop,3.6,1.3,13.0,6.0,152,0-20k,"Fitness and Wellness, Fashion Modelling"
526,35-44,Female,Suburban,Spanish,Technical,2621,368,Desktop Only,1.9,6.0,1.0,9.0,62,100k+,Music Production
458,35-44,Male,Rural,English,High School,4325,155,Mobile + Desktop,3.0,4.7,4.0,1.0,110,60k-80k,"Gaming, Reading and Literature, Investing and Finance"
410,18-24,Male,Rural,Spanish,Bachelor,9365,205,Mobile + Desktop,2.8,5.9,14.0,5.0,24,40k-60k,"Pet Care, Music Production"
93,45-54,Male,Rural,Spanish,PhD,4306,408,Tablet,4.4,1.3,16.0,3.0,45,0-20k,"DIY Crafts, Pet Care, Reading and Literature, Digital Marketing"
931,18-24,Female,Suburban,Spanish,PhD,2938,345,Mobile + Desktop,1.9,7.4,3.0,8.0,85,100k+,"DIY Crafts, Photography, Eco-Friendly Living, Data Science"
90,35-44,Male,Urban,Mandarin,Master,5660,386,Mobile Only,2.6,3.3,7.0,10.0,109,80k-100k,Travel and Adventure
337,55-64,Male,Suburban,English,Technical,6838,202,Tablet,1.4,2.6,24.0,1.0,160,0-20k,Investing and Finance
989,25-34,Female,Rural,Mandarin,Technical,6122,159,Mobile Only,2.7,6.1,8.0,1.0,152,0-20k,"Data Science, Investing and Finance, Photography, Eco-Friendly Living"
922,35-44,Male,Urban,English,Bachelor,6035,374,Mobile + Desktop,1.9,7.4,10.0,8.0,61,80k-100k,"Investing and Finance, DIY Crafts"
934,35-44,Female,Suburban,Spanish,Bachelor,8471,441,Tablet,2.9,2.4,4.0,6.0,121,100k+,"Music Production, Gaming, Fitness and Wellness"
606,35-44,Female,Urban,Spanish,Bachelor,3229,305,Mobile Only,1.1,7.5,13.0,3.0,103,60k-80k,Pet Care
594,25-34,Male,Rural,Mandarin,PhD,4803,492,Tablet,3.2,6.9,9.0,3.0,158,100k+,Reading and Literature
612,45-54,Male,Suburban,Mandarin,Bachelor,5629,164,Desktop Only,4.0,3.8,18.0,6.0,89,60k-80k,"Reading and Literature, Gardening"
95,45-54,Female,Urban,English,Master,7335,230,Mobile + Desktop,4.5,4.1,18.0,5.0,112,100k+,"Photography, Pet Care"
12,65+,Male,Suburban,English,Bachelor,6746,364,Desktop Only,0.6,4.3,14.0,5.0,74,20k-40k,"Software Engineering, DIY Crafts"
397,55-64,Female,Rural,Spanish,Master,9875,45,Mobile Only,3.0,7.7,23.0,2.0,148,0-20k,"Gardening, Software Engineering, Fitness and Wellness"
534,35-44,Female,Rural,English,High School,340,26,Desktop Only,1.6,4.4,6.0,3.0,42,20k-40k,Software Engineering
44,55-64,Female,Rural,Spanish,Technical,3238,168,Mobile + Desktop,3.0,1.7,22.0,0.0,111,80k-100k,"Travel and Adventure, Music Production, Gourmet Cooking, Eco-Friendly Living"
43,18-24,Female,Urban,Spanish,Technical,688,345,Tablet,2.8,1.8,2.0,0.0,157,0-20k,Investing and Finance
330,25-34,Female,Rural,Hindi,Master,1267,440,Mobile + Desktop,0.7,6.5,9.0,3.0,7,40k-60k,Fashion Modelling
168,25-34,Female,Urban,Mandarin,Master,3829,58,Mobile + Desktop,3.5,6.8,21.0,8.0,156,20k-40k,DIY Crafts
498,18-24,Female,Suburban,Spanish,Master,9371,203,Mobile Only,4.4,3.3,9.0,10.0,22,0-20k,"Travel and Adventure, Photography"
877,45-54,Male,Rural,Spanish,PhD,6895,217,Tablet,4.2,1.8,8.0,5.0,103,80k-100k,Travel and Adventure
598,25-34,Male,Suburban,English,Master,8416,177,Desktop Only,4.1,7.0,4.0,3.0,173,100k+,Gaming
757,45-54,Female,Urban,Spanish,Technical,9444,157,Mobile Only,3.4,6.1,16.0,2.0,14,100k+,"Digital Marketing, Investing and Finance, Photography"
101,18-24,Male,Suburban,Spanish,Bachelor,9833,13,Tablet,4.8,1.5,20.0,4.0,12,40k-60k,"DIY Crafts, Gardening, Fashion Modelling"
427,35-44,Female,Urban,Hindi,Bachelor,5707,218,Desktop Only,3.0,2.2,1.0,0.0,121,20k-40k,"Digital Marketing, Eco-Friendly Living, Gourmet Cooking, Travel and Adventure"
179,55-64,Male,Rural,English,High School,4630,60,Mobile Only,1.2,2.1,14.0,5.0,118,0-20k,"Fashion Modelling, Software Engineering"
445,55-64,Female,Suburban,Spanish,Technical,4587,222,Desktop Only,1.4,7.7,25.0,4.0,146,20k-40k,"Eco-Friendly Living, Data Science, Reading and Literature, Pet Care"
417,25-34,Female,Urban,English,PhD,4757,66,Mobile Only,1.3,7.6,3.0,4.0,171,0-20k,"Eco-Friendly Living, Pet Care, Digital Marketing"
871,25-34,Male,Urban,English,Master,5300,268,Mobile + Desktop,0.9,6.2,13.0,9.0,153,0-20k,"Music Production, Eco-Friendly Living"
883,18-24,Female,Rural,Mandarin,Technical,9427,164,Mobile Only,2.5,2.3,24.0,4.0,118,100k+,"Software Engineering, Eco-Friendly Living, Investing and Finance"
681,55-64,Female,Urban,Hindi,High School,3337,306,Tablet,1.0,1.9,22.0,7.0,173,20k-40k,Travel and Adventure
178,25-34,Female,Urban,Mandarin,High School,3259,57,Mobile Only,0.5,1.1,6.0,1.0,78,80k-100k,"Photography, Fashion Modelling"
396,55-64,Male,Suburban,Mandarin,Bachelor,1512,48,Tablet,3.9,1.7,16.0,0.0,126,80k-100k,"Fashion Modelling, Photography, Pet Care"
912,25-34,Female,Rural,Hindi,High School,169,102,Mobile Only,3.2,4.7,20.0,8.0,122,60k-80k,"Gaming, DIY Crafts, Gardening, Eco-Friendly Living"
794,45-54,Male,Urban,Hindi,PhD,6330,38,Mobile + Desktop,4.3,5.2,13.0,3.0,88,100k+,"Eco-Friendly Living, Fashion Modelling"
961,18-24,Female,Urban,Mandarin,High School,3335,292,Mobile + Desktop,0.5,1.9,2.0,3.0,129,20k-40k,"Pet Care, Travel and Adventure, Software Engineering, Data Science"
685,55-64,Male,Urban,Spanish,Technical,4923,450,Tablet,3.3,7.2,1.0,6.0,120,20k-40k,"Software Engineering, Digital Marketing"
384,55-64,Male,Urban,Mandarin,High School,3258,71,Mobile + Desktop,0.5,2.6,2.0,3.0,162,100k+,"Digital Marketing, Gaming, Travel and Adventure, Photography"
957,35-44,Male,Urban,Mandarin,High School,8468,144,Mobile + Desktop,4.6,5.0,2.0,9.0,7,60k-80k,Digital Marketing
752,55-64,Female,Rural,English,PhD,2449,384,Mobile Only,3.5,5.4,8.0,2.0,126,100k+,"Eco-Friendly Living, Travel and Adventure"
258,45-54,Male,Urban,Mandarin,PhD,371,462,Mobile + Desktop,1.6,2.3,3.0,0.0,176,40k-60k,"Digital Marketing, Gaming, Reading and Literature, Fashion Modelling"
539,35-44,Male,Rural,English,Master,5177,488,Mobile Only,1.5,3.0,6.0,9.0,54,40k-60k,"Photography, Reading and Literature"
336,18-24,Female,Urban,Hindi,PhD,3893,362,Tablet,4.7,2.3,20.0,6.0,10,20k-40k,"Music Production, Reading and Literature"
16,25-34,Female,Rural,Mandarin,PhD,5898,237,Desktop Only,0.9,7.4,20.0,7.0,12,100k+,"Fashion Modelling, Photography, Digital Marketing"
325,65+,Male,Rural,English,High School,7188,165,Tablet,2.9,7.7,19.0,0.0,117,80k-100k,"Gourmet Cooking, Travel and Adventure, Fitness and Wellness"
759,55-64,Female,Suburban,Mandarin,Bachelor,7533,198,Desktop Only,1.2,7.8,19.0,4.0,74,20k-40k,"Gourmet Cooking, Photography"
223,18-24,Male,Urban,Hindi,Bachelor,3653,25,Desktop Only,4.3,1.9,13.0,4.0,100,80k-100k,Software Engineering
180,18-24,Male,Rural,English,Master,781,308,Mobile Only,4.0,7.9,3.0,8.0,101,40k-60k,"Gardening, Software Engineering, Gaming"
984,18-24,Male,Urban,English,Bachelor,3759,323,Mobile Only,3.8,1.9,9.0,4.0,141,100k+,"Gourmet Cooking, Fashion Modelling, Software Engineering, Investing and Finance"
23,25-34,Female,Suburban,Spanish,Bachelor,4624,35,Tablet,4.6,2.6,21.0,8.0,19,100k+,Digital Marketing
357,18-24,Male,Urban,English,Technical,7190,193,Tablet,1.5,3.7,15.0,8.0,71,20k-40k,"Pet Care, Investing and Finance, Data Science, Eco-Friendly Living"
667,25-34,Male,Rural,English,PhD,1565,126,Desktop Only,3.2,2.7,25.0,5.0,32,60k-80k,"Software Engineering, Eco-Friendly Living"
862,35-44,Male,Suburban,Hindi,PhD,4711,81,Mobile Only,4.6,6.4,21.0,5.0,166,20k-40k,"DIY Crafts, Gardening, Fitness and Wellness, Reading and Literature"
341,35-44,Male,Rural,Hindi,Bachelor,9264,286,Mobile Only,4.3,4.4,12.0,2.0,106,60k-80k,"Eco-Friendly Living, Reading and Literature, Travel and Adventure, Photography"
432,45-54,Female,Rural,Mandarin,Technical,9316,274,Tablet,1.7,6.9,2.0,1.0,141,20k-40k,"Gourmet Cooking, Pet Care, Software Engineering"
552,55-64,Male,Rural,English,High School,7425,280,Desktop Only,4.0,1.4,6.0,4.0,120,100k+,Fitness and Wellness
834,25-34,Female,Suburban,Spanish,High School,3464,467,Desktop Only,1.0,1.6,22.0,10.0,56,0-20k,"Gourmet Cooking, Music Production, Travel and Adventure"
204,55-64,Female,Urban,English,Bachelor,6160,251,Desktop Only,4.8,2.8,12.0,3.0,138,20k-40k,"Reading and Literature, Software Engineering, Fitness and Wellness, Digital Marketing"
631,45-54,Male,Urban,Hindi,Technical,3891,376,Desktop Only,4.0,3.7,10.0,3.0,69,0-20k,"Gardening, Investing and Finance, Eco-Friendly Living"
94,35-44,Male,Rural,Mandarin,PhD,6380,270,Desktop Only,2.0,4.1,21.0,1.0,125,0-20k,Fitness and Wellness
559,45-54,Male,Suburban,Spanish,Master,1330,12,Tablet,2.4,3.7,2.0,8.0,26,0-20k,"Reading and Literature, Eco-Friendly Living, Fitness and Wellness, Digital Marketing"
69,18-24,Male,Rural,Spanish,PhD,9806,112,Desktop Only,3.8,5.2,23.0,9.0,139,0-20k,"Music Production, Fashion Modelling"
623,25-34,Male,Rural,Hindi,Master,5438,86,Tablet,5.0,7.0,12.0,3.0,101,20k-40k,Eco-Friendly Living
285,35-44,Female,Suburban,Spanish,Bachelor,648,317,Mobile + Desktop,3.6,3.2,20.0,10.0,115,80k-100k,"Fitness and Wellness, Data Science, DIY Crafts"
845,18-24,Female,Rural,Hindi,Master,571,85,Mobile Only,4.5,6.1,22.0,5.0,76,40k-60k,"Data Science, Fitness and Wellness, Fashion Modelling, Investing and Finance"
435,18-24,Male,Rural,Hindi,Master,9180,417,Mobile Only,4.0,6.6,16.0,6.0,173,0-20k,"Digital Marketing, Photography, Gaming, Gardening"
154,35-44,Male,Suburban,Spanish,High School,9754,99,Tablet,3.6,2.7,15.0,5.0,108,20k-40k,Digital Marketing
76,45-54,Female,Urban,Mandarin,Technical,405,51,Desktop Only,3.0,3.3,24.0,2.0,30,60k-80k,Travel and Adventure
731,25-34,Male,Rural,Spanish,Master,253,88,Tablet,3.9,1.3,16.0,8.0,165,20k-40k,"Gaming, Eco-Friendly Living, Software Engineering, Reading and Literature"
447,65+,Male,Urban,Mandarin,Bachelor,2744,118,Desktop Only,2.9,5.7,14.0,8.0,93,60k-80k,Gardening
189,35-44,Female,Rural,English,Master,2680,376,Desktop Only,2.9,3.7,7.0,5.0,176,100k+,"Digital Marketing, Software Engineering, Gardening"
272,55-64,Male,Suburban,Mandarin,PhD,5133,240,Mobile Only,5.0,6.9,22.0,8.0,46,40k-60k,"Investing and Finance, Digital Marketing"
237,25-34,Female,Suburban,Spanish,Bachelor,8636,365,Tablet,1.4,4.0,6.0,2.0,176,40k-60k,"Fitness and Wellness, Gardening"
488,25-34,Male,Urban,Mandarin,Master,1667,407,Tablet,4.1,6.9,21.0,0.0,161,100k+,"Fitness and Wellness, Music Production"
118,25-34,Male,Urban,English,High School,3610,436,Desktop Only,4.8,4.8,13.0,3.0,99,60k-80k,"Music Production, Gaming, Pet Care"
944,55-64,Female,Rural,Hindi,Technical,7493,470,Desktop Only,0.5,6.8,6.0,4.0,128,60k-80k,"Data Science, Investing and Finance"
513,55-64,Male,Suburban,English,Bachelor,3879,10,Mobile Only,1.8,2.2,21.0,7.0,13,40k-60k,"DIY Crafts, Eco-Friendly Living"
826,55-64,Female,Rural,Hindi,Bachelor,7422,93,Desktop Only,1.6,6.1,6.0,2.0,34,80k-100k,Data Science
592,45-54,Male,Rural,Spanish,PhD,5425,161,Tablet,3.0,4.7,5.0,2.0,45,40k-60k,"Fitness and Wellness, Digital Marketing, Music Production, Photography"
127,55-64,Male,Rural,Spanish,Technical,7182,434,Mobile Only,3.7,5.4,11.0,7.0,57,0-20k,"Gardening, Software Engineering, DIY Crafts, Travel and Adventure"
117,55-64,Female,Suburban,Mandarin,High School,1884,155,Desktop Only,3.9,7.7,20.0,3.0,149,80k-100k,"Data Science, Pet Care"
474,55-64,Male,Suburban,Hindi,Technical,7545,171,Mobile Only,1.4,4.4,2.0,3.0,65,100k+,"Travel and Adventure, Eco-Friendly Living"
694,25-34,Female,Urban,Spanish,Technical,4312,54,Mobile Only,1.9,7.9,11.0,8.0,121,80k-100k,Music Production
58,25-34,Male,Rural,Spanish,Bachelor,1116,447,Mobile + Desktop,0.5,6.4,16.0,9.0,54,40k-60k,"Travel and Adventure, DIY Crafts"
